OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Lordynges,"""" quod he, """"in chirches whan I preche","¶Our Hoste gan to swere as he° were wood,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 329,DIFF,10,10,Lordynges quod he in chirches whan I preche,Our Hoste gan to swere as he were wood,uSu S u S ux S u Sx,u Sx u S ux S u Su S,lordinge@n%pl quethen@v%pt_3 he@pron1%nom in@prep chirche@n%pl whan@adv&conj ich@pron%nom prechen@v%pr_1,oure@pron%pl_gen hoste@n2    as@conj he@pron1%nom ich@pron%nom ,
I peyne me to han an hauteyn speche,"“Harrow!”° quod he, “by nailes and by blood!",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 330,DIFF,10,10,I peyne me to han an hauteyn speche,Harrow quod he by nailes and by blood,u Su S u S u Su Sx,uS u S u Su S u S,ich@pron%nom peinen@v%pr_1 me@pron2%obj to@part haven@v%inf a@indef_art hautein@adj speche@n,harou@interj  he@pron1%nom  nail@n%pl and@conj  blod@n1,
And rynge it out as round as gooth a belle,This was a fals cherl° and a fals justise!°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 331,DIFF,10,10,And rynge it out as round as gooth a belle,This was a fals cherl and a fals justise,u Sx u S u S u S u Sx,u S u S u S u S uSx,and@conj ringen@v2%inf hit@pron oute@adv as@conj rounde@adv as@conj gon@v%pr_3 a@indef_art belle@n1,  a@indef_art  cherl@n and@conj   justice@n,
For I kan al by rote that I telle.,As shamful deeth as herte may devise°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 332,DIFF,10,10,For I kan al by rote that I telle,As shamful deeth as herte may devise,u S u S u Su S u Sx,u Su S u Su S uSx,for@conj ich@pron%nom connen@v%pr_1 al@gram_adjas_n bi@prep rote@n2 that@pron ich@pron%nom tellen@v%pr_1,as@conj shamefulle@adj  as@conj herte@n  ,
"My theme is alwey oon, and evere was --",Come to thise juges and hir advocats!°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 333,DIFF,10,10,My theme is alwey oon and evere was,Come to thise juges and hir advocats,u Sx u Su S u Sux S,ux S ux Su S u SuS,min@pron%gen teme@n2 ben@v%pr_3 al-wei@adv on@num_adj and@conj ever@adv ben@v%pt_3 --@dash, --@dash  juge@n1%gen and@conj --@dash ,
Radix malorum est Cupiditas.,"Algate° this sely° maide is slain, allas!",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 334,DIFF,10,10,Radix malorum est Cupiditas,Algate this sely maide is slain allas,uS uSu S uSuS,uSx u Su Sx u S uS,radix@lat_n malorum@lat_n est@lat_v cupiditas@lat_n,  seli@adj  ben@v%pr_3  ,
First I pronounce whennes that I come,Allas! to dere° boghte° she beautee!,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 335,DIFF,10,10,First I pronounce whennes that I come,Allas to dere boghte she beautee,u S uSu Su S u Sx,uS u Su Su S uS,first@adv ich@pron%nom pronouncen@v%pr_1 whennes@adv that@part ich@pron%nom comen@v%pr_1,   bien@v%pt_3 she@pron%nom ,
"And thanne my bulles shewe I, alle and some.","Wherfore I seye al day,° as men may see",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 336,DIFF,10,10,And thanne my bulles shewe I alle and some,Wherfore I seye al day as men may see,u Sx u Su Sx u Sx u Sx,uSx u S u S u S u S,and@conj thanne@adv min@pron%gen bulle@n%pl sheuen@v1%pr_1 ich@pron%nom al@gram_adjas_n and@conj som@pron,wher-for@adv ich@pron%nom  al@gram_adjas_n dai@n as@conj  min@pron%gen ,
Oure lige lordes seel on my patente,That yiftes° of fortune or of nature,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 337,DIFF,10,10,Oure lige lordes seel on my patente,That yiftes of fortune or of nature,ux Su Su S u S uSx,u Su S uSx u S uSx,oure@pron%pl_gen lege@adj lord@n%gen sele@n3 on@prep min@pron%gen patente@n1,  of@prep  oure@pron%pl_gen of@prep ,
"That shewe I first, my body to warente",Ben cause of deeth to many a creature.,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 338,DIFF,10,10,That shewe I first my body to warente,Ben cause of deeth to many a creature,u Sx u S u Su S uSx,u Sx u S u Sx u SuSx,that@pron sheuen@v1%pr_1 ich@pron%nom first@adv min@pron%gen bodi@n to@prep waranten@v%inf,  of@prep  to@prep  ich@pron%nom creature@n,
"That no man be so boold, ne preest ne clerk","Hir beautee was hir deeth, I dar wel sayn;",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 339,DIFF,10,10,That no man be so boold ne preest ne clerk,Hir beautee was hir deeth I dar wel sayn,u S u S u S u S u S,u Su S u S u S u S,that@conj no@gram_adj man@n ben@v%pr_3 so@adv bold@adj ne@conj1 prest@n3 ne@conj1 clerk@n,     ich@pron%nom  so@adv ,
Me to destourbe of Cristes hooly werk.,Allas! so pitously as she was slain!,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 340,DIFF,10,10,Me to destourbe of Cristes hooly werk,Allas so pitously as she was slain,u S uSx u Su Su S,uS u SuS u S u S,me@pron2%obj to@part distourben@v%inf of@prep crist@n#propn%gen holi@adj2 werk@n, so@adv pitousli@adv as@conj she@pron%nom  ,
And after that thanne telle I forth my tales;,Of bothe yiftes that I speke of now,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 341,DIFF,10,10,And after that thanne telle I forth my tales,Of bothe yiftes that I speke of now,u Su S ux Sx u S u Sx,u Su Su S u Sx u S,and@conj after@prep that@pron thanne@adv tellen@v%pr_1 ich@pron%nom forth@adv min@pron%gen tale@n%pl,of@prep   that@pron ich@pron%nom  of@prep ,
Bulles of popes and of cardynales,Men han ful ofte more harm than prow.°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 342,DIFF,10,10,Bulles of popes and of cardynales,Men han ful ofte more harm than prow,uS u Su S u SuSx,u S u Su Su S u S,bulle@n%pl of@prep pope@n%pl and@conj of@prep cardinal@n%pl,    of@prep   prou@n,
Of patriarkes and bishopes I shewe,"But trewely, min owene maister dere",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 343,DIFF,10,10,Of patriarkes and bishopes I shewe,But trewely min owene maister dere,u SuSu S uSx u Sx,u SuS u Sux Su Sx,of@prep patriarke@n%pl and@conj bishop@n%pl ich@pron%nom sheuen@v1%pr_1,but@conj  min@pron%gen ouen@adj  ,
And in Latyn I speke a wordes fewe,This is a pitous tale for to here.,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 344,DIFF,10,10,And in Latyn I speke a wordes fewe,This is a pitous tale for to here,u S uS u Sx u Su Sx,u S u Su Su S u Sx,and@conj in@prep latin@n ich@pron%nom speken@v%pr_1 a@indef_art word@n%pl feue@pron_gram_adj, ben@v%pr_3 ich@pron%nom     ,
To saffron with my predicacioun,"¶“But natheles, passe over,° is no fors;°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 345,DIFF,10,10,To saffron with my predicacioun,But natheles passe over is no fors,u Su S u SuSuS,u SuS ux Su S u S,to@part safrounen@v%inf with@prep min@pron%gen predicacioun@n,but@conj no-the-lesse@adv   ben@v%pr_3  force@n,
And for to stire hem to devocioun.,"I prey to God, so save° thy gentil° cors,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 346,DIFF,10,10,And for to stire hem to devocioun,I prey to God so save thy gentil cors,u S u Sx u S uSuS,u S u S u Sx u Su S,and@conj for@prep#adv to@part stiren@v%inf hem@pron%pl_obj to@prep devocioun@n,ich@pron%nom  to@part  so@adv  thin@pron%gen  cors@n,
Thanne shewe I forth my longe cristal stones,"And eek thine urinals° and thy jordanes,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 347,DIFF,10,10,Thanne shewe I forth my longe cristal stones,And eek thine urinals and thy jordanes,ux Sx u S u Sx uS uS,u S ux SuS u S uSx,thanne@adv sheuen@v1%pr_1 ich@pron%nom forth@adv min@pron%gen long@adj1 cristal@adj ston@n%pl,and@conj ek@adv thanne@adv  and@conj thin@pron%gen ,
Ycrammed ful of cloutes and of bones --,"Thin ipocras,° and eek thy galianes,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 348,DIFF,10,10,Ycrammed ful of cloutes and of bones,Thin ipocras and eek thy galianes,uSu S u Su S u Sx,u SuS u S u SuSx,crammen@v%ppl_abs ful@adj of@prep clout@n1%pl and@conj of@prep bon@n1%pl --@dash, ipocras@n and@conj ek@adv thin@pron%gen ,
"Relikes been they, as wenen they echoon.",And every boist° ful of thy letuarie;°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 349,DIFF,10,0,Relikes been they as wenen they echoon,And every boist ful of thy letuarie,uSu S u S ux S uS,      ,relik@n%pl ben@v%pr_pl thei@pron%pl_nom as@conj wenen@v2%pr_pl thei@pron%pl_nom ech_on@pron,and@conj everi@pron_gram_adj   of@prep thei@pron%pl_nom letuarie@n,
Thanne have I in latoun a sholder-boon,"God blesse hem, and our lady Seint Marie!",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 350,DIFF,10,10,Thanne have I in latoun a sholderboon,God blesse hem and our lady Seint Marie,ux Sx u S uS u SuS,u Sx u S u Su S uS,thanne@adv haven@v%pr_1 ich@pron%nom in@prep latoun@n a@indef_art shulder-bon@n,  hem@pron%pl_obj and@conj oure@pron%pl_gen   marie@n1#propn,
Which that was of an hooly Jewes sheep.,"So mot I theen,° thou art a propre° man",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 351,DIFF,10,10,Which that was of an hooly Jewes sheep,So mot I theen thou art a propre man,u S u S u Su Su S,u S u S u S u Su S,which@pron that@pron ben@v%pt_3 of@prep a@indef_art holi@adj2 jeu@n%gen shep@n,so@adv  ich@pron%nom  thou@pron%nom  a@indef_art propre@adj man@n,
"`Goode men,' I seye, `taak of my wordes keep;","And lik a prelat,° by Seint Ronian!",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 352,DIFF,10,10,Goode men I seye taak of my wordes keep,And lik a prelat by Seint Ronian,ux S u S u S u Su S,u S u Su S u SuS,god@adj man@n%pl ich@pron%nom seien@v1%pr_1 taken@v%imp of@prep min@pron%gen word@n%pl kep@n,and@conj  ich@pron%nom prelate@n   ,
If that this boon be wasshe in any welle,Seide I nat wel? I can nat speke in terme;°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 353,DIFF,10,10,If that this boon be wasshe in any welle,Seide I nat wel I can nat speke in terme,u S u S u Sx u Su Sx,ux S u S u S u Sx u Sx,if@conj that@conj this@gram_adj bon@n1 ben@v%pr_3 washen@v%ppl in@prep ani@gram_adj welle@n, ich@pron%nom not@adv welle@n ich@pron%nom  not@adv  in@prep terme@n,
"If cow, or calf, or sheep, or oxe swelle","But wel I woot, thou doost° my hert to erme,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 354,DIFF,10,10,If cow or calf or sheep or oxe swelle,But wel I woot thou doost my hert to erme,u S u S u S u Su Sx,u S u S u S u S u Sx,if@conj cou@n or@conj calf@n1 or@conj shep@n or@conj oxe@n swellen@v%pr_3,but@conj  ich@pron%nom or@conj thou@pron%nom  min@pron%gen   ,
"That any worm hath ete, or worm ystonge",That I almost have caught a cardinacle.°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 355,DIFF,10,10,That any worm hath ete or worm ystonge,That I almost have caught a cardinacle,u Su S u Sx u S uSx,u S uS ux S u SuSx,that@pron ani@gram_adj worm@n haven@v%pr_3 eten@v%ppl or@conj worm@n stingen@v%ppl,that@pron ich@pron%nom al-most@adv haven@v%pr_3   ,
Taak water of that welle and wassh his tonge,"By corpus bones!° but° I have triacle,°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 356,DIFF,10,10,Taak water of that welle and wassh his tonge,By corpus bones but I have triacle,u Su S u Sx u S u Sx,u Su Su S u Sx uSx,taken@v%imp water@n of@prep that@art&gram_adj welle@n and@conj washen@v%imp his@pron1%gen tonge@n2, cors@n bon@n1%pl but@conj ich@pron%nom  ,
And it is hool anon; and forthermoore,Or elles a draught° of moiste° and corny° ale,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 357,DIFF,10,10,And it is hool anon and forthermoore,Or elles a draught of moiste and corny ale,u S u S uS u SuSx,u Su S u S ux S ux Sx,and@conj hit@pron ben@v%pr_3 hole@adj2 an-on@adv and@conj further_more@adv,  ben@v%pr_3 draught@n of@prep  and@conj  ale@n,
"Of pokkes and of scabbe, and every soore",Or but° I here anon° a mery tale,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 358,DIFF,10,10,Of pokkes and of scabbe and every soore,Or but I here anon a mery tale,u Su S u Sx u Sxu Sx,u S u Sx uS u Su Sx,of@prep pok@n%pl and@conj of@prep scabbe@n and@conj everi@pron_gram_adj sore@n1, but@conj ich@pron%nom  an-on@adv   ,
Shal every sheep be hool that of this welle,Min herte is lost for° pitee of this maide.,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 359,DIFF,10,10,Shal every sheep be hool that of this welle,Min herte is lost for pitee of this maide,u Sxu S u S u S u Sx,u Sx u S u Su S u Sx,shulen@v1%pr_3 everi@pron_gram_adj shep@n ben@v%inf hole@adj2 that@pron of@prep this@gram_adj welle@n,min@pron%gen herte@n ben@v%pr_3    of@prep this@gram_adj ,
