headword,word,line_number,filename,context,is_elided,is_final,text_type
ouen,owen,Troilus and Criseyde; Book V 1315,data/riverside_cats/TC5_riv.cat,And to Criseyde his owen lady deere,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 1820,data/riverside_cats/TC3_riv.cat,Is with Criseyde his owen herte swete,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book V 1344,data/riverside_cats/TC5_riv.cat,Foryeve it me myn owen swete herte,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book I 407,data/riverside_cats/TC1_riv.cat,And if that at myn owen lust I brenne,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book II 445,data/riverside_cats/TC2_riv.cat,Til I myn owen herte blood may see,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book II 871,data/riverside_cats/TC2_riv.cat,My deere herte and al myn owen knyght,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book V 521,data/riverside_cats/TC5_riv.cat,And to Pandare his owen brother deere,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 1303,data/riverside_cats/TC3_riv.cat,Iwys quod she myn owen hertes list,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book II 1486,data/riverside_cats/TC2_riv.cat,Deiphebus of his owen curteisie,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 424,data/riverside_cats/TC3_riv.cat,Ech to his owen nedes gan entende,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book V 63,data/riverside_cats/TC5_riv.cat,Whan she forgoth hire owen swete herte,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 218,data/riverside_cats/TC3_riv.cat,Now lat hire wende unto hire owen place,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book II 474,data/riverside_cats/TC2_riv.cat,No wis quod he myn owen nece dere,False,False,RIVERSIDE
laste,last,The Clerk's Tale 266,data/riverside_cats/ClT_riv.cat,That may be founde as fer as last Ytaille,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 108,data/riverside_cats/TC3_riv.cat,That shal I wreke upon myn owen lif,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book V 49,data/riverside_cats/TC5_riv.cat,Whi nyl I helpen to myn owen cure,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book IV 405,data/riverside_cats/TC4_riv.cat,Forthi be glad myn owen deere brother,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book II 652,data/riverside_cats/TC2_riv.cat,For of hire owen thought she wex al reed,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book I 509,data/riverside_cats/TC1_riv.cat,Now artow hent now gnaw thin owen cheyne,False,False,RIVERSIDE
half,half,The General Prologue 8,data/riverside_cats/GP_riv.cat,Hath in the Ram his half cours yronne,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 596,data/riverside_cats/TC3_riv.cat,With a certein of hire owen men,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book IV 1449,data/riverside_cats/TC4_riv.cat,Dwelle rather here myn owen swete herte,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 1101,data/riverside_cats/TC3_riv.cat,Allas youre owen Troilus is lorn,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book V 865,data/riverside_cats/TC5_riv.cat,For love of Troilus hire owen knyght,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book V 588,data/riverside_cats/TC5_riv.cat,What joie hastow thyn owen folk to spille,False,False,RIVERSIDE
soth,soth,House of Fame 351,data/riverside_cats/HF_riv.cat,O soth ys every thing ys wyst,False,False,RIVERSIDE
troian,troian,Troilus and Criseyde; Book I 145,data/riverside_cats/TC1_riv.cat,But the Troian gestes as they felle,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book IV 1089,data/riverside_cats/TC4_riv.cat,Hastow swich lust to ben thyn owen fo,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book III 147,data/riverside_cats/TC3_riv.cat,Lo this mene I myn owen swete herte,False,False,RIVERSIDE
