headword,word,line_number,filename,context,is_elided,is_final,text_type
long,longe,The Knight's Tale 994,data/riverside_cats/KnT_riv.cat,But it were al to longe for to devyse,False,False,RIVERSIDE
treu,trewe,The Franklin's Tale 1555,data/riverside_cats/FranT_riv.cat,And she was to hym trewe for everemoore,False,False,RIVERSIDE
heigh,heighe,The Knight's Tale 2661,data/riverside_cats/KnT_riv.cat,For joye of this so loude and heighe withalle,False,False,RIVERSIDE
bright,brighte,Troilus and Criseyde; Book IV 38,data/riverside_cats/TC4_riv.cat,But on a day wel armed brighte and shene,True,False,RIVERSIDE
grim,grymme,The Knight's Tale 2519,data/riverside_cats/KnT_riv.cat,Somme seyde he looked grymme and he wolde fighte,True,False,RIVERSIDE
swete,swete,Troilus and Criseyde; Book III 1219,data/riverside_cats/TC3_riv.cat,And now swetnesse semeth more swete,False,True,RIVERSIDE
dere,deere,Troilus and Criseyde; Book III 176,data/riverside_cats/TC3_riv.cat,And shortly deere herte and al my knyght,False,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book II 552,data/riverside_cats/TC2_riv.cat,Yet made he tho as fresshe a countenaunce,True,False,RIVERSIDE
long,longe,The Wife of Bath's Tale 976,data/riverside_cats/WBT_riv.cat,Myn housbonde hath longe asses erys two,True,False,RIVERSIDE
treu,trewe,The Squire's Tale 537,data/riverside_cats/SqT_riv.cat,A trewe wight and a theef thenken nat oon,False,False,RIVERSIDE
long,longe,House of Fame 446,data/riverside_cats/HF_riv.cat,Saugh he which is longe to telle,False,False,RIVERSIDE
treu,trewe,The Wife of Bath's Prologue 320,data/riverside_cats/WBPro_riv.cat,I knowe yow for a trewe wyf dame Alys,False,False,RIVERSIDE
fair,faire,Troilus and Criseyde; Book V 172,data/riverside_cats/TC5_riv.cat,But myghte me so faire a grace falle,True,False,RIVERSIDE
dere,deere,The Friar's Tale 1424,data/riverside_cats/FriT_riv.cat,Now by my trouthe brother deere seyde he,False,False,RIVERSIDE
long,longe,The Nun's Priest's Tale 3149,data/riverside_cats/NPT_riv.cat,But thilke tale is al to longe to telle,False,False,RIVERSIDE
prive,pryve,Troilus and Criseyde; Book III 787,data/riverside_cats/TC3_riv.cat,Is thorugh a goter by a pryve wente,False,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book V 1484,data/riverside_cats/TC5_riv.cat,For al to longe it were for to dwelle,True,False,RIVERSIDE
neue,newe,The Wife of Bath's Tale 1060,data/riverside_cats/WBT_riv.cat,For Goddes love as chees a newe requeste,False,False,RIVERSIDE
fremed,fremde,Troilus and Criseyde; Book III 529,data/riverside_cats/TC3_riv.cat,In this matere bothe fremde and tame,True,False,RIVERSIDE
povre,poure,The Miller's Tale 3190,data/riverside_cats/MilT_riv.cat,With hym ther was dwellynge a poure scoler,False,False,RIVERSIDE
queinte,queynte,Book of the Duchess 784,data/riverside_cats/BD_riv.cat,Be the werkes never so queynte,False,True,RIVERSIDE
heigh,heighe,The Merchant's Tale 1482,data/riverside_cats/MerT_riv.cat,That yow ne liketh for youre heighe prudence,False,False,RIVERSIDE
wel,wele,Book of the Duchess 82,data/riverside_cats/BD_riv.cat,It was not wele he dwelte so,False,False,RIVERSIDE
cler,clere,House of Fame 983,data/riverside_cats/HF_riv.cat,For more clere entendement,True,False,RIVERSIDE
muche,muche,The Wife of Bath's Tale 1079,data/riverside_cats/WBT_riv.cat,Ther nas but hevynesse and muche sorwe,False,False,RIVERSIDE
muche,moche,Book of the Duchess 986,data/riverside_cats/BD_riv.cat,Had as moche debonairte,False,False,RIVERSIDE
